PhraseId,Sentiment
119184,2
10881,2
46479,2
115869,2
61733,2
30948,2
47750,2
148306,2
142556,2
132556,2
132492,2
145773,1
75815,2
88396,2
30609,2
1243,2
139992,2
92027,2
54109,2
92188,2
108891,2
53582,2
42611,2
152112,2
46486,2
63055,2
12656,2
4493,2
95408,2
96704,2
146380,2
46545,1
72768,2
141580,2
155738,2
46998,2
6987,2
135425,2
38028,2
126788,2
95883,3
148960,2
81586,2
138713,2
36571,3
65396,2
82404,0
21935,1
128797,2
71546,2
32016,3
112833,2
52482,2
88883,2
38134,2
2738,2
126330,2
123388,2
9772,2
94352,2
135673,2
67448,2
144080,2
14785,2
7766,2
128866,2
51183,2
95080,2
132244,2
123162,2
97063,2
85145,2
93468,2
72948,2
75867,2
67957,0
105327,2
111533,2
34438,2
88644,2
97785,2
75558,2
25350,2
109273,2
24389,1
99562,2
98097,2
82646,2
93026,2
83580,2
151285,2
94283,2
1642,2
143845,2
57760,2
58770,4
37883,2
3077,2
95669,2
43447,2
78401,2
64734,2
101570,2
151688,2
111958,2
123950,2
11090,2
24427,2
115094,2
103149,3
17426,2
132749,2
31711,2
139976,2
18473,2
7525,2
41999,2
138587,2
76776,2
103460,2
54954,2
134271,2
89656,2
49799,2
145289,2
150588,2
148240,2
18103,2
76083,2
154774,4
19656,2
102719,2
124023,2
65633,2
106319,2
4281,2
56166,2
117177,2
149569,2
150104,2
19008,2
22182,2
141969,2
105878,2
96861,2
148091,2
133084,2
59182,2
38682,2
73120,2
98212,2
65601,2
123056,2
128353,2
28047,2
143816,1
122930,2
121849,2
139049,2
138693,2
42801,3
132170,1
93356,2
69447,2
144857,2
60282,2
21786,2
107457,2
32887,0
124208,2
16043,2
77714,2
139847,2
16541,2
121665,0
137778,2
106936,2
146520,2
112722,4
27830,2
74819,2
42094,2
52697,2
9000,2
130308,2
120547,2
68728,2
71952,2
105836,2
12517,1
21315,2
111847,2
100623,2
68544,2
18461,2
102130,2
10654,2
85570,2
123898,2
155136,2
147005,2
127000,2
11382,2
33818,2
78461,2
121754,2
88818,2
97734,2
94024,3
110408,2
64594,2
103945,2
37637,2
111698,2
117549,2
43452,2
12970,2
73766,2
136722,2
85247,2
10853,2
98566,2
50849,2
12079,1
97603,2
2812,1
57641,2
125694,2
125049,2
126120,2
111723,2
96182,2
11336,2
88073,2
48977,2
12359,2
109155,2
123227,2
65381,2
114277,2
22217,2
35112,2
15154,2
104851,2
112264,2
140186,2
12475,2
3484,2
121645,2
148892,2
133266,2
48213,2
137026,2
142917,2
39932,2
63072,2
110706,2
66465,2
107324,2
108816,2
71082,2
152257,2
8092,2
147893,2
133127,2
34015,2
49934,2
91394,2
126018,2
27412,2
102356,2
37177,2
153045,2
138638,2
7328,2
23769,2
70646,2
13775,2
46449,2
115412,3
96168,2
131570,2
40030,2
126964,2
78542,2
34080,2
31334,2
104936,2
50844,2
155383,2
78811,2
10222,2
101900,2
53471,2
105270,2
143086,2
141633,2
139750,2
17003,1
88985,2
46969,2
102008,2
74756,2
150149,2
59644,2
143583,2
93907,2
100812,2
108674,2
88080,1
77547,2
136224,2
113238,2
78917,2
140377,2
43009,1
97077,2
24524,2
78612,2
131036,2
49244,2
68135,2
103100,2
129053,2
111266,4
149537,2
24583,2
97216,2
29042,2
93765,2
125219,2
33296,2
132470,2
305,2
116931,2
73516,2
45614,2
55928,2
109892,2
24795,2
33963,2
4199,2
53081,2
33987,2
48906,2
95188,2
104301,2
48037,2
64079,2
123931,2
100101,2
4146,2
91021,2
86445,2
43897,2
43530,2
68855,2
9498,2
106246,2
153719,2
30731,2
3289,2
120023,2
54407,2
107745,2
55704,2
67470,2
24154,1
117646,2
120368,2
49023,2
15120,2
144639,2
129622,2
95732,2
110616,2
57638,2
68520,2
94960,2
50255,2
12402,2
112270,2
80581,2
117910,3
66860,2
41081,2
14816,2
129163,1
150293,2
68936,2
10313,2
3167,2
110135,1
149921,2
149099,2
69724,2
63367,2
108400,2
119353,2
119190,2
128876,2
10643,2
100177,2
120949,2
136718,2
105876,2
35623,2
54436,2
143335,2
30707,2
127196,2
117376,2
88167,2
42275,2
52362,2
106507,2
41340,2
37886,1
34911,3
98379,2
3072,2
50948,2
39095,2
86791,2
20124,0
58837,3
5191,2
72066,2
96692,2
147306,2
29707,2
3207,2
24021,2
72580,2
34973,2
53280,2
148427,2
100115,2
37830,2
19773,2
136621,2
84173,2
96511,2
34824,2
57355,2
67033,2
97088,2
128639,2
30723,2
100663,2
65982,2
87831,2
70295,2
16988,2
28656,2
122569,2
99941,2
70625,2
111342,2
21272,2
60763,2
151491,2
74794,2
125672,2
129747,2
22599,2
141970,2
120108,2
11658,2
82565,2
6495,2
84993,2
4685,2
51627,3
145466,2
149822,2
84185,2
64208,2
16564,2
139162,2
12733,2
144620,2
87039,2
56497,2
97714,2
47505,0
7302,2
130944,2
13736,2
79731,2
50936,2
100895,2
90717,2
151005,2
48324,2
122363,2
144555,2
110208,2
135478,2
1742,2
135540,2
103266,2
54775,2
116698,2
89688,2
117477,2
140656,2
103650,2
155585,2
104103,2
47353,2
25632,2
4218,2
42614,2
49883,2
36836,2
126903,2
132776,2
54509,1
73162,2
149567,2
40992,2
49170,2
125922,2
14709,1
19090,2
107977,2
123161,2
140716,2
151401,2
59602,2
124628,2
34983,1
104210,2
43050,0
101869,2
86944,2
121007,2
18551,2
142474,2
103112,2
30527,1
79088,2
77863,2
115092,2
102223,2
60369,2
121420,2
780,2
16371,2
121317,2
134204,2
135837,2
66722,1
71438,2
99952,2
97056,2
52109,2
154308,2
140514,2
28864,4
142803,3
23376,2
93064,2
72493,2
44092,2
134127,2
77281,2
71437,2
5174,3
121232,2
13847,2
92568,2
113404,3
60591,2
14268,2
42245,2
31777,2
108239,2
32653,2
142918,2
39952,2
143872,2
8850,2
65407,2
70056,2
44851,2
28827,2
52366,2
33516,1
84400,2
155536,2
14620,2
56131,2
88829,2
121579,2
9060,3
18043,2
56787,2
54512,2
3843,2
123561,3
118584,2
105042,2
113980,2
90917,2
116888,2
4213,2
116023,2
44204,2
75563,2
4803,2
67286,2
58180,2
75014,2
44012,2
43984,2
33405,2
114299,2
73545,2
85148,2
109260,2
131593,2
151109,2
125147,2
85901,2
106195,2
6730,2
26977,2
1655,2
138078,2
91637,2
110872,2
55922,2
134248,2
8960,2
137685,2
126305,3
22087,2
8738,2
132173,1
133857,2
20633,2
72197,3
110855,2
103962,2
140679,2
18413,2
118022,2
119711,2
56542,2
94751,2
4793,2
21177,2
154071,3
90789,2
116751,2
136710,2
148857,2
11947,2
154332,2
129928,2
56085,2
54094,2
115467,2
88767,2
10225,2
38115,2
117692,2
126347,2
56253,3
92985,2
107545,2
123694,2
14300,2
90629,2
84730,2
45440,2
19102,2
6152,2
21121,2
37329,1
97635,2
5132,0
90674,2
127892,2
26389,2
38159,2
8668,2
136012,2
49498,2
27357,2
60936,2
144265,2
95621,2
57141,2
65375,2
9437,2
100526,2
52703,2
30991,2
76534,2
38247,2
104034,2
86997,2
143804,2
99351,1
145752,2
108905,2
118856,2
115470,2
25769,3
131069,2
64099,2
66463,2
80363,2
67676,4
43908,2
116608,2
143521,2
33271,2
119447,2
143935,2
144753,1
49743,2
51710,2
135743,2
73301,2
103852,2
144830,2
126901,2
135629,2
49322,2
86748,2
64859,2
33003,2
12701,2
33081,2
49983,2
20645,2
1765,2
83003,2
62045,2
64831,1
35224,2
91693,2
15627,2
95049,2
64360,2
18998,2
23564,2
58462,2
109572,2
50789,2
51712,2
17692,2
26942,2
83371,2
114391,2
97114,2
107874,2
122005,2
155273,2
75373,2
63313,2
112589,2
129181,2
23965,2
73011,2
114349,2
44099,2
135338,2
98446,3
111921,2
107211,2
54356,2
132748,2
33061,2
67227,2
57213,2
99989,2
109227,2
64639,2
117052,2
46264,2
134704,2
46684,2
113268,2
56940,2
20826,2
155936,2
64215,2
30333,2
55497,2
64680,2
38591,2
17664,2
115594,2
131925,2
80735,2
119111,2
124621,2
72655,2
59927,2
14003,2
67192,2
52885,2
6751,2
128892,2
100323,2
129966,2
31477,2
129249,2
2173,2
56103,2
102259,2
154264,2
99830,2
126923,2
114600,2
107022,2
62091,2
29114,2
20292,2
20453,2
91779,2
26670,2
34223,2
110774,2
13543,2
105662,2
95450,0
40843,2
26668,2
57412,2
25397,2
20206,2
67782,2
43833,1
24172,2
116631,1
135305,2
121063,2
137852,2
85330,2
89742,2
66665,2
100317,2
3228,2
45734,2
126129,2
48028,2
42283,2
62328,2
101407,1
124149,2
50597,2
84414,2
53780,2
142001,2
58541,2
97427,2
113865,2
50046,2
126597,2
100474,2
95489,2
26802,2
84529,2
145080,3
25084,2
42433,2
142525,2
97812,2
144105,2
52663,2
83152,2
71772,2
123323,2
29247,2
132163,2
89274,2
122885,2
58399,2
153380,2
22677,2
146404,2
52066,2
136473,2
69999,2
151984,2
2372,2
136077,2
66048,2
75800,2
80018,2
84000,2
107681,2
64924,2
27188,0
118989,2
102074,2
106613,2
133253,2
50859,2
27931,2
3030,2
43731,2
29846,2
48001,2
88900,2
138100,2
44787,2
114829,2
35896,2
129347,2
92197,2
82311,2
10830,2
38280,2
56035,2
8284,2
90383,2
110566,2
149989,1
78339,2
31581,2
31363,2
18554,2
96950,2
124818,2
42898,2
49019,2
154195,2
124911,2
62667,2
29932,2
40576,2
57291,2
55289,2
90787,2
60703,2
86388,1
21911,2
36557,2
132222,2
131621,2
59707,2
93990,2
25604,2
50888,2
95810,2
74451,2
59012,2
88538,1
34780,2
24555,2
140103,2
12796,3
119242,2
132126,2
63485,2
5504,2
138229,2
48541,2
27813,2
144036,2
105406,2
46745,2
35137,2
69156,2
72819,2
95611,2
24789,2
73563,2
74076,2
127605,1
81908,2
125530,2
23078,2
150101,2
126506,2
88793,2
149459,2
147953,2
5900,2
77533,2
78096,2
63701,2
6925,2
21386,2
141221,1
154708,2
94449,2
85661,2
127632,2
41094,2
89992,2
80949,2
134818,2
28714,2
15526,2
94718,2
26741,2
87370,2
93887,1
43748,2
72938,2
58004,2
22482,2
109199,2
49101,2
83541,2
115198,2
69905,2
51458,2
24501,2
1413,2
140980,2
70947,2
77478,2
111445,2
121153,2
153735,2
111465,2
73259,2
20091,2
123251,2
112878,2
37795,2
141010,2
67700,1
80082,2
145829,2
71685,2
82026,2
30612,2
95806,2
12029,2
153613,2
103139,2
58297,2
147376,2
75110,2
6257,2
91723,2
30904,2
50664,2
87523,2
19767,2
139622,2
153206,2
11078,2
78359,2
107415,3
124302,2
43239,2
144467,2
75417,2
127780,2
125432,2
46118,2
39618,2
74813,1
2688,2
55518,2
21286,2
135957,2
92320,2
20180,2
123821,2
18422,2
126174,2
96074,2
106783,2
60019,2
50266,2
36434,2
116347,2
32079,2
39437,2
49316,2
115746,2
154810,2
92955,2
26868,2
60419,2
24863,2
106366,2
21083,2
108229,2
72508,2
67712,2
27061,3
139731,2
153739,2
26678,2
2320,3
15055,2
124095,2
26818,2
72526,3
93420,2
155985,2
95600,2
94511,2
35807,2
69224,2
27245,2
148591,2
148740,2
58598,2
74508,2
13310,2
40486,2
96021,2
47560,0
90399,2
38440,2
74050,2
106996,2
131429,0
116309,0
57209,2
151073,2
137372,2
43133,2
3907,2
31797,1
36449,2
121134,2
130954,2
61198,2
123648,2
105094,2
21802,2
20052,2
49445,2
35314,1
41570,2
29711,2
32170,2
129713,2
86793,2
127141,2
44776,2
18907,2
64895,2
10948,2
19834,2
61947,2
32006,2
83020,2
51379,2
140324,3
74160,2
38250,3
121257,2
151011,2
94050,2
5563,2
135488,2
16079,2
27195,2
147557,2
13088,1
136602,2
104145,3
20176,2
82157,2
22916,2
42905,2
65210,2
86930,2
30954,2
47981,2
131629,2
1572,2
10289,2
127270,2
81129,2
39085,2
123204,2
141813,1
143424,2
57377,2
85764,2
149019,2
798,2
108339,3
100914,2
76201,2
145356,2
48252,2
132084,2
129741,2
21241,2
50146,1
110521,2
29220,2
39864,2
144039,2
124147,2
88059,2
94338,2
153147,2
68468,2
99370,2
148373,2
20748,2
93074,2
2904,2
147862,2
149251,1
90747,2
71905,2
54534,2
99531,2
77923,2
448,2
153228,2
82062,2
82377,2
13827,2
87032,2
28187,2
26017,1
54353,2
45091,2
140569,2
27418,2
123977,2
79278,2
124764,2
76131,2
33221,2
28103,2
83714,2
97632,2
130462,2
25176,2
4686,2
147451,2
143559,1
51887,2
65164,2
110875,2
71163,2
25708,2
64239,2
115399,3
81830,2
75981,2
82351,2
37792,2
107560,2
130491,2
112248,3
27312,2
132858,2
32551,2
140328,2
96334,2
131634,2
65362,2
22449,2
79250,2
11201,2
11902,2
87149,2
113879,2
105714,2
3290,2
102951,2
115616,2
94322,2
155903,2
32566,3
129973,2
36068,2
137545,2
34492,2
119245,2
40612,2
84782,2
13506,2
56484,2
122599,1
36601,2
27904,2
125134,2
114962,2
12967,2
112071,2
127405,2
125869,2
150710,2
97135,2
110569,2
58369,2
148241,3
150936,2
91605,2
85390,2
140283,2
145207,2
114927,2
76469,1
27595,2
131939,2
67879,2
96050,2
95613,2
78584,2
15080,2
18966,2
9527,1
84320,2
81640,2
116950,2
47102,2
38125,2
126790,2
111168,2
65158,2
119623,2
134259,2
153360,3
36250,2
4185,2
59445,2
135984,2
40494,2
88981,2
112476,2
84622,2
42655,2
30155,2
59153,2
13558,2
55210,2
87547,2
58440,2
128136,2
102854,2
144888,2
95454,0
140128,2
113119,2
133096,2
151253,4
128583,2
99439,2
86938,2
46868,3
24596,2
9145,2
146177,2
69014,2
140135,2
133883,2
98931,2
66001,2
48893,2
130345,2
126864,2
38293,2
115357,2
143258,2
85943,2
19621,2
53087,2
89094,2
27722,2
25882,2
133344,2
27814,2
47163,2
134578,2
20773,2
73578,2
136843,2
13753,2
92801,2
112839,2
66068,2
47903,2
11403,2
77867,2
48419,2
95474,2
73188,2
144701,2
58204,2
147983,2
2853,2
7985,2
131396,2
32434,2
60859,2
103496,2
8258,2
62108,2
24969,2
83319,2
142468,2
89723,2
34670,2
37022,2
75051,2
18729,2
29762,2
88598,2
124588,2
128176,2
84888,2
40621,3
117085,2
73497,2
139068,2
133004,2
78804,2
117881,2
72514,2
52510,2
131361,2
41444,3
28997,2
29862,2
94982,2
16562,2
14269,2
2109,2
118239,2
146074,2
69868,2
17782,2
94187,1
153008,2
131476,2
155056,2
48224,2
115591,2
144907,2
66993,2
10672,2
87982,2
92932,2
21612,2
18796,2
2190,2
27601,2
14343,1
116427,2
69806,2
56360,2
41287,2
149690,2
51261,2
8933,2
105905,2
27428,2
144970,2
138909,2
88609,2
59157,2
91495,2
117650,2
70095,2
78144,2
113810,2
41532,2
55329,2
95716,3
154489,2
64914,2
29199,2
47398,2
88771,2
134618,2
90666,2
64242,2
69000,2
104029,2
19383,2
127302,2
77391,2
6335,2
68791,2
87655,2
81570,2
17171,2
46551,2
42651,2
103564,2
27955,2
52556,2
112710,2
151922,2
37465,2
77473,2
61345,2
64512,2
18259,2
60363,2
131161,2
118049,2
128343,2
9970,2
136123,2
55902,2
62180,2
120680,2
144708,2
39990,2
151414,2
149927,2
24785,2
75854,2
94724,2
50283,2
80320,2
151135,1
61136,2
76802,2
149045,2
149757,2
98820,2
90343,2
102944,2
5466,2
94515,2
118356,2
76371,2
3916,2
81151,2
25880,2
57117,2
67621,2
87406,2
121363,2
108728,2
21360,2
136953,2
32611,2
91288,2
36712,2
132200,2
68817,2
62151,2
27539,2
6876,2
11567,2
144225,2
21739,2
103804,2
35960,2
89152,2
5004,2
27852,2
117401,2
98715,2
77869,2
74027,2
90614,2
151772,2
17279,2
78957,2
29808,2
91275,2
58154,1
77937,2
130060,0
121672,2
91925,2
101397,2
82569,2
145359,2
114751,2
116664,2
67784,2
70322,2
140431,2
2609,2
127843,2
152135,2
128388,2
24875,2
10826,1
26773,2
27082,2
68339,2
93101,2
153108,2
272,0
17786,2
139382,2
51836,2
56593,2
17725,2
55152,2
151225,2
61117,2
7113,2
107270,3
66842,2
102041,3
46782,2
2876,2
71712,4
24900,2
63534,2
75402,2
11099,2
12815,2
152743,2
64444,2
145441,2
65735,2
147697,2
87466,2
2535,2
115415,2
152337,2
77421,2
100676,2
307,2
78663,2
152465,2
112326,2
147281,2
64114,2
21304,2
32009,2
26808,2
136281,2
111337,2
55333,2
45406,2
87350,2
40262,2
37355,2
63113,2
93351,1
62504,2
112186,2
31367,2
109051,2
138840,2
136424,2
132260,2
125433,2
81261,2
31217,2
3983,2
141519,2
77919,2
125784,2
45830,2
69396,2
22557,2
15975,2
118918,2
85786,2
151881,2
152660,2
99988,2
101156,2
4254,2
143481,1
151561,1
59046,2
96761,1
31151,2
67874,2
60463,1
55442,2
105378,2
6516,2
32903,2
56563,2
101455,2
56753,2
14219,2
55658,2
59624,2
32150,2
103453,4
42067,2
22802,3
68231,2
109293,2
89541,2
30482,2
99154,2
127607,2
63559,2
54123,2
5824,2
76162,2
31176,2
151306,2
117322,2
78385,2
152887,2
147961,2
37429,2
56182,2
112767,2
61884,2
69492,2
113908,2
30955,2
141143,2
123839,2
71733,2
140486,2
122944,2
24939,2
125822,2
89577,2
76020,2
42513,2
124693,2
68479,2
106758,2
36664,2
55823,2
9147,2
121306,0
124364,2
112000,2
132645,2
57694,2
8366,1
4679,2
60387,2
99150,2
8320,2
131704,2
79998,2
101868,2
46302,2
99051,2
83150,2
112947,2
54194,2
70118,2
86809,2
135926,2
85542,2
67824,3
64162,2
26926,2
1471,2
117163,2
97961,2
139961,2
51181,2
33907,2
127189,2
90771,2
89204,2
74718,2
95179,2
9861,2
133058,2
86465,2
53191,2
100738,2
8184,2
64210,2
67212,2
116226,2
147808,2
99083,2
143101,2
41825,2
29562,2
79825,2
5967,2
90168,2
32460,2
33562,2
22312,2
61788,3
16063,2
122053,2
109143,2
95781,2
17600,2
6053,2
114655,1
81055,1
99921,2
121045,2
40912,2
132985,2
113939,2
91983,2
52478,2
103738,2
15346,3
144125,2
61810,2
51288,2
134652,2
36320,2
148860,2
19255,2
147056,2
50881,2
111354,2
45990,2
136413,2
155707,2
110935,2
60073,3
53182,2
51494,2
82078,2
99503,2
77285,2
101674,2
108583,2
121298,2
47447,2
18129,2
153907,2
84034,2
8019,2
111309,2
33662,2
35278,2
36174,2
20174,2
80092,2
50328,2
15926,2
101328,2
68819,2
123178,2
101362,2
30687,2
94288,2
124540,2
53502,2
46834,2
73738,2
132010,2
116697,2
7912,2
29487,1
44044,2
89299,1
10718,2
99519,2
43659,2
33196,2
10409,2
65969,1
28120,2
19291,2
23604,2
22174,2
95903,2
125954,2
126762,2
42406,2
63708,2
153844,2
82577,2
1777,2
65100,1
102311,3
98135,2
90721,2
128072,2
70368,2
116922,2
8285,2
42248,2
56520,1
55559,1
79258,2
149245,2
131860,2
121022,2
92797,2
117674,2
117305,2
89216,2
154873,2
131264,2
108266,2
116646,2
75090,2
55226,2
117099,2
71977,2
51155,2
89083,2
56982,2
88510,2
32302,2
61151,2
137247,2
105903,2
124773,2
122087,2
83174,2
48112,2
139761,2
151764,2
153859,2
140849,2
47064,2
31983,2
104930,2
63727,2
112765,2
35533,2
42574,2
63195,2
63503,2
41371,2
140050,2
154049,2
106651,2
35488,2
67722,2
152902,2
43961,2
68989,2
84826,2
126434,2
1250,2
48570,1
56375,2
78267,2
152854,2
117188,2
151001,2
110539,2
83268,2
